Temperature Anomaly,Month,Hemisphere,Year
0.09,May,Northern,1/1/1985
0.02,Nov,Northern,1/1/1985
0.03,Oct,Northern,1/1/1985
0.03,Sep,Northern,1/1/1985
0.15,Apr,Northern,1/1/1986
0.04,Aug,Northern,1/1/1986
0.06,Dec,Northern,1/1/1986
0.31,Feb,Northern,1/1/1986
0.36,Jan,Northern,1/1/1986
-0.02,Jul,Northern,1/1/1986
0.14,Jun,Northern,1/1/1986
0.26,Mar,Northern,1/1/1986
0.2,May,Northern,1/1/1986
0.04,Nov,Northern,1/1/1986
0.09,Oct,Northern,1/1/1986
-0.02,Sep,Northern,1/1/1986
0.07,Apr,Northern,1/1/1987
0.27,Aug,Northern,1/1/1987
0.51,Dec,Northern,1/1/1987
0.5,Feb,Northern,1/1/1987
0.25,Jan,Northern,1/1/1987
0.26,Jul,Northern,1/1/1987
0.17,Jun,Northern,1/1/1987
0,Mar,Northern,1/1/1987
0.23,May,Northern,1/1/1987
0.11,Nov,Northern,1/1/1987
0.22,Oct,Northern,1/1/1987
0.39,Sep,Northern,1/1/1987
0.44,Apr,Northern,1/1/1988
0.26,Aug,Northern,1/1/1988
0.43,Dec,Northern,1/1/1988
0.46,Feb,Northern,1/1/1988
0.59,Jan,Northern,1/1/1988
0.42,Jul,Northern,1/1/1988
0.4,Jun,Northern,1/1/1988
0.47,Mar,Northern,1/1/1988
0.43,May,Northern,1/1/1988
0.06,Nov,Northern,1/1/1988
0.23,Oct,Northern,1/1/1988
0.26,Sep,Northern,1/1/1988
0.32,Apr,Northern,1/1/1989
0.26,Aug,Northern,1/1/1989
0.34,Dec,Northern,1/1/1989
0.39,Feb,Northern,1/1/1989
0.08,Jan,Northern,1/1/1989
0.32,Jul,Northern,1/1/1989
0.24,Jun,Northern,1/1/1989
0.46,Mar,Northern,1/1/1989
0.23,May,Northern,1/1/1989
0.12,Nov,Northern,1/1/1989
0.25,Oct,Northern,1/1/1989
0.25,Sep,Northern,1/1/1989
0.71,Apr,Northern,1/1/1990
0.41,Aug,Northern,1/1/1990
0.39,Dec,Northern,1/1/1990
0.55,Feb,Northern,1/1/1990
0.48,Jan,Northern,1/1/1990
0.33,Jul,Northern,1/1/1990
0.48,Jun,Northern,1/1/1990
1.17,Mar,Northern,1/1/1990
0.5,May,Northern,1/1/1990
0.46,Nov,Northern,1/1/1990
0.48,Oct,Northern,1/1/1990
0.42,Sep,Northern,1/1/1990
0.56,Apr,Northern,1/1/1991
0.35,Aug,Northern,1/1/1991
0.21,Dec,Northern,1/1/1991
0.57,Feb,Northern,1/1/1991
0.6,Jan,Northern,1/1/1991
0.43,Jul,Northern,1/1/1991
0.47,Jun,Northern,1/1/1991
0.46,Mar,Northern,1/1/1991
0.33,May,Northern,1/1/1991
0.33,Nov,Northern,1/1/1991
0.29,Oct,Northern,1/1/1991
0.36,Sep,Northern,1/1/1991
0.16,Apr,Northern,1/1/1992
-0.07,Aug,Northern,1/1/1992
0.22,Dec,Northern,1/1/1992
0.5,Feb,Northern,1/1/1992
0.61,Jan,Northern,1/1/1992
-0.1,Jul,Northern,1/1/1992
0.05,Jun,Northern,1/1/1992
0.55,Mar,Northern,1/1/1992
0.19,May,Northern,1/1/1992
-0.08,Nov,Northern,1/1/1992
-0.17,Oct,Northern,1/1/1992
-0.18,Sep,Northern,1/1/1992
0.23,Apr,Northern,1/1/1993
0.03,Aug,Northern,1/1/1993
0.22,Dec,Northern,1/1/1993
0.52,Feb,Northern,1/1/1993
0.39,Jan,Northern,1/1/1993
0.12,Jul,Northern,1/1/1993
0.22,Jun,Northern,1/1/1993
0.39,Mar,Northern,1/1/1993
0.32,May,Northern,1/1/1993
-0.21,Nov,Northern,1/1/1993
0.12,Oct,Northern,1/1/1993
-0.06,Sep,Northern,1/1/1993
0.49,Apr,Northern,1/1/1994
0.33,Aug,Northern,1/1/1994
0.37,Dec,Northern,1/1/1994
-0.04,Feb,Northern,1/1/1994
0.34,Jan,Northern,1/1/1994
0.34,Jul,Northern,1/1/1994
0.42,Jun,Northern,1/1/1994
0.49,Mar,Northern,1/1/1994
0.39,May,Northern,1/1/1994
0.5,Nov,Northern,1/1/1994
0.55,Oct,Northern,1/1/1994
0.33,Sep,Northern,1/1/1994
0.72,Apr,Northern,1/1/1995
0.54,Aug,Northern,1/1/1995
0.27,Dec,Northern,1/1/1995
1.19,Feb,Northern,1/1/1995
0.75,Jan,Northern,1/1/1995
0.38,Jul,Northern,1/1/1995
0.51,Jun,Northern,1/1/1995
0.59,Mar,Northern,1/1/1995
0.41,May,Northern,1/1/1995
0.57,Nov,Northern,1/1/1995
0.6,Oct,Northern,1/1/1995
0.43,Sep,Northern,1/1/1995
0.18,Apr,Northern,1/1/1996
0.19,Aug,Northern,1/1/1996
0.35,Dec,Northern,1/1/1996
0.55,Feb,Northern,1/1/1996
0.27,Jan,Northern,1/1/1996
0.29,Jul,Northern,1/1/1996
0.25,Jun,Northern,1/1/1996
0.32,Mar,Northern,1/1/1996
0.35,May,Northern,1/1/1996
0.35,Nov,Northern,1/1/1996
0.05,Oct,Northern,1/1/1996
0.04,Sep,Northern,1/1/1996
0.49,Apr,Northern,1/1/1997
0.48,Aug,Northern,1/1/1997
0.51,Dec,Northern,1/1/1997
0.6,Feb,Northern,1/1/1997
0.34,Jan,Northern,1/1/1997
0.41,Jul,Northern,1/1/1997
0.49,Jun,Northern,1/1/1997
0.74,Mar,Northern,1/1/1997
0.42,May,Northern,1/1/1997
0.59,Nov,Northern,1/1/1997
0.63,Oct,Northern,1/1/1997
0.52,Sep,Northern,1/1/1997
0.87,Apr,Northern,1/1/1998
0.72,Aug,Northern,1/1/1998
0.73,Dec,Northern,1/1/1998
1.04,Feb,Northern,1/1/1998
0.62,Jan,Northern,1/1/1998
0.75,Jul,Northern,1/1/1998
0.73,Jun,Northern,1/1/1998
0.72,Mar,Northern,1/1/1998
0.66,May,Northern,1/1/1998
0.49,Nov,Northern,1/1/1998
0.54,Oct,Northern,1/1/1998
0.61,Sep,Northern,1/1/1998
0.54,Apr,Northern,1/1/1999
0.31,Aug,Northern,1/1/1999
0.66,Dec,Northern,1/1/1999
1,Feb,Northern,1/1/1999
0.59,Jan,Northern,1/1/1999
0.36,Jul,Northern,1/1/1999
0.35,Jun,Northern,1/1/1999
0.29,Mar,Northern,1/1/1999
0.36,May,Northern,1/1/1999
0.53,Nov,Northern,1/1/1999
0.4,Oct,Northern,1/1/1999
0.4,Sep,Northern,1/1/1999
0.89,Apr,Northern,1/1/2000
0.47,Aug,Northern,1/1/2000
0.27,Dec,Northern,1/1/2000
0.89,Feb,Northern,1/1/2000
0.38,Jan,Northern,1/1/2000
0.42,Jul,Northern,1/1/2000
0.44,Jun,Northern,1/1/2000
0.83,Mar,Northern,1/1/2000
0.55,May,Northern,1/1/2000
0.2,Nov,Northern,1/1/2000
0.29,Oct,Northern,1/1/2000
0.37,Sep,Northern,1/1/2000
0.6,Apr,Northern,1/1/2001
0.68,Aug,Northern,1/1/2001
0.65,Dec,Northern,1/1/2001
0.46,Feb,Northern,1/1/2001
0.57,Jan,Northern,1/1/2001
0.63,Jul,Northern,1/1/2001
0.51,Jun,Northern,1/1/2001
0.76,Mar,Northern,1/1/2001
0.69,May,Northern,1/1/2001
0.98,Nov,Northern,1/1/2001
0.6,Oct,Northern,1/1/2001
0.56,Sep,Northern,1/1/2001
0.51,Apr,Northern,1/1/2002
0.55,Aug,Northern,1/1/2002
0.42,Dec,Northern,1/1/2002
1.14,Feb,Northern,1/1/2002
1.02,Jan,Northern,1/1/2002
0.66,Jul,Northern,1/1/2002
0.68,Jun,Northern,1/1/2002
1.11,Mar,Northern,1/1/2002
0.52,May,Northern,1/1/2002
0.79,Nov,Northern,1/1/2002
0.54,Oct,Northern,1/1/2002
0.62,Sep,Northern,1/1/2002
0.61,Apr,Northern,1/1/2003
0.86,Aug,Northern,1/1/2003
0.98,Dec,Northern,1/1/2003
0.56,Feb,Northern,1/1/2003
0.93,Jan,Northern,1/1/2003
0.68,Jul,Northern,1/1/2003
0.55,Jun,Northern,1/1/2003
0.66,Mar,Northern,1/1/2003
0.72,May,Northern,1/1/2003
0.66,Nov,Northern,1/1/2003
0.99,Oct,Northern,1/1/2003
0.78,Sep,Northern,1/1/2003
0.7,Apr,Northern,1/1/2004
0.55,Aug,Northern,1/1/2004
0.45,Dec,Northern,1/1/2004
0.92,Feb,Northern,1/1/2004
0.67,Jan,Northern,1/1/2004
0.5,Jul,Northern,1/1/2004
0.47,Jun,Northern,1/1/2004
0.87,Mar,Northern,1/1/2004
0.52,May,Northern,1/1/2004
0.98,Nov,Northern,1/1/2004
0.7,Oct,Northern,1/1/2004
0.6,Sep,Northern,1/1/2004
0.93,Apr,Northern,1/1/2005
0.7,Aug,Northern,1/1/2005
0.84,Dec,Northern,1/1/2005
0.72,Feb,Northern,1/1/2005
0.94,Jan,Northern,1/1/2005
0.75,Jul,Northern,1/1/2005
0.79,Jun,Northern,1/1/2005
0.95,Mar,Northern,1/1/2005
0.78,May,Northern,1/1/2005
1.06,Nov,Northern,1/1/2005
0.95,Oct,Northern,1/1/2005
0.9,Sep,Northern,1/1/2005
0.6,Apr,Northern,1/1/2006
0.69,Aug,Northern,1/1/2006
1.16,Dec,Northern,1/1/2006
0.96,Feb,Northern,1/1/2006
0.66,Jan,Northern,1/1/2006
0.7,Jul,Northern,1/1/2006
0.81,Jun,Northern,1/1/2006
0.78,Mar,Northern,1/1/2006
0.76,May,Northern,1/1/2006
0.95,Nov,Northern,1/1/2006
0.96,Oct,Northern,1/1/2006
0.82,Sep,Northern,1/1/2006
1.07,Apr,Northern,1/1/2007
0.73,Aug,Northern,1/1/2007
0.77,Dec,Northern,1/1/2007
0.9,Feb,Northern,1/1/2007
1.46,Jan,Northern,1/1/2007
0.66,Jul,Northern,1/1/2007
0.66,Jun,Northern,1/1/2007
0.96,Mar,Northern,1/1/2007
0.73,May,Northern,1/1/2007
0.82,Nov,Northern,1/1/2007
0.84,Oct,Northern,1/1/2007
0.67,Sep,Northern,1/1/2007
0.65,Apr,Northern,1/1/2008
0.6,Aug,Northern,1/1/2008
0.66,Dec,Northern,1/1/2008
0.59,Feb,Northern,1/1/2008
0.34,Jan,Northern,1/1/2008
0.6,Jul,Northern,1/1/2008
0.62,Jun,Northern,1/1/2008
1.14,Mar,Northern,1/1/2008
0.6,May,Northern,1/1/2008
0.97,Nov,Northern,1/1/2008
0.86,Oct,Northern,1/1/2008
0.58,Sep,Northern,1/1/2008
0.71,Apr,Northern,1/1/2009
0.72,Aug,Northern,1/1/2009
0.67,Dec,Northern,1/1/2009
0.7,Feb,Northern,1/1/2009
0.82,Jan,Northern,1/1/2009
0.69,Jul,Northern,1/1/2009
0.68,Jun,Northern,1/1/2009
0.6,Mar,Northern,1/1/2009
0.66,May,Northern,1/1/2009
0.85,Nov,Northern,1/1/2009
0.79,Oct,Northern,1/1/2009
0.85,Sep,Northern,1/1/2009
1.13,Apr,Northern,1/1/2010
0.87,Aug,Northern,1/1/2010
0.5,Dec,Northern,1/1/2010
0.94,Feb,Northern,1/1/2010
0.81,Jan,Northern,1/1/2010
0.89,Jul,Northern,1/1/2010
0.85,Jun,Northern,1/1/2010
1.1,Mar,Northern,1/1/2010
0.94,May,Northern,1/1/2010
1.21,Nov,Northern,1/1/2010
0.9,Oct,Northern,1/1/2010
0.71,Sep,Northern,1/1/2010
0.85,Apr,Northern,1/1/2011
0.71,Aug,Northern,1/1/2011
0.88,Dec,Northern,1/1/2011
0.57,Feb,Northern,1/1/2011
0.61,Jan,Northern,1/1/2011
0.73,Jul,Northern,1/1/2011
0.76,Jun,Northern,1/1/2011
0.88,Mar,Northern,1/1/2011
0.66,May,Northern,1/1/2011
0.66,Nov,Northern,1/1/2011
0.91,Oct,Northern,1/1/2011
0.74,Sep,Northern,1/1/2011
1.07,Apr,Northern,1/1/2012
0.76,Aug,Northern,1/1/2012
0.46,Dec,Northern,1/1/2012
0.59,Feb,Northern,1/1/2012
0.68,Jan,Northern,1/1/2012
0.86,Jul,Northern,1/1/2012
0.94,Jun,Northern,1/1/2012
0.72,Mar,Northern,1/1/2012
0.97,May,Northern,1/1/2012
0.98,Nov,Northern,1/1/2012
0.92,Oct,Northern,1/1/2012
0.87,Sep,Northern,1/1/2012
0.69,Apr,Northern,1/1/2013
0.74,Aug,Northern,1/1/2013
0.84,Dec,Northern,1/1/2013
0.79,Feb,Northern,1/1/2013
0.85,Jan,Northern,1/1/2013
0.7,Jul,Northern,1/1/2013
0.77,Jun,Northern,1/1/2013
0.81,Mar,Northern,1/1/2013
0.78,May,Northern,1/1/2013
1.13,Nov,Northern,1/1/2013
0.83,Oct,Northern,1/1/2013
0.7,Sep,Northern,1/1/2013
1.09,Apr,Northern,1/1/2014
0.91,Aug,Northern,1/1/2014
1.11,Dec,Northern,1/1/2014
0.72,Feb,Northern,1/1/2014
0.97,Jan,Northern,1/1/2014
0.77,Jul,Northern,1/1/2014
0.82,Jun,Northern,1/1/2014
1.2,Mar,Northern,1/1/2014
0.91,May,Northern,1/1/2014
0.81,Nov,Northern,1/1/2014
0.94,Oct,Northern,1/1/2014
0.84,Sep,Northern,1/1/2014
1.03,Apr,Northern,1/1/2015
1.02,Aug,Northern,1/1/2015
1.54,Dec,Northern,1/1/2015
1.2,Feb,Northern,1/1/2015
1.18,Jan,Northern,1/1/2015
0.92,Jul,Northern,1/1/2015
1.06,Jun,Northern,1/1/2015
1.33,Mar,Northern,1/1/2015
1.05,May,Northern,1/1/2015
1.39,Nov,Northern,1/1/2015
1.3,Oct,Northern,1/1/2015
1.18,Sep,Northern,1/1/2015
1.49,Apr,Northern,1/1/2016
1.13,Aug,Northern,1/1/2016
1.05,Dec,Northern,1/1/2016
1.95,Feb,Northern,1/1/2016
1.55,Jan,Northern,1/1/2016
1.05,Jul,Northern,1/1/2016
1.13,Jun,Northern,1/1/2016
1.91,Mar,Northern,1/1/2016
1.12,May,Northern,1/1/2016
1.12,Nov,Northern,1/1/2016
1.04,Oct,Northern,1/1/2016
1.23,Sep,Northern,1/1/2016
1.21,Apr,Northern,1/1/2017
1.02,Aug,Northern,1/1/2017
1.4,Dec,Northern,1/1/2017
1.53,Feb,Northern,1/1/2017
1.41,Jan,Northern,1/1/2017
0.97,Jul,Northern,1/1/2017
0.93,Jun,Northern,1/1/2017
1.52,Mar,Northern,1/1/2017
0.93,May,Northern,1/1/2017
1.23,Nov,Northern,1/1/2017
1.05,Oct,Northern,1/1/2017
1.01,Sep,Northern,1/1/2017
0.98,Apr,Northern,1/1/2018
0.87,Aug,Northern,1/1/2018
1.11,Dec,Northern,1/1/2018
1.25,Feb,Northern,1/1/2018
1.15,Jan,Northern,1/1/2018
0.91,Jul,Northern,1/1/2018
0.87,Jun,Northern,1/1/2018
1.18,Mar,Northern,1/1/2018
1.02,May,Northern,1/1/2018
0.98,Nov,Northern,1/1/2018
1.25,Oct,Northern,1/1/2018
0.97,Sep,Northern,1/1/2018
1.26,Apr,Northern,1/1/2019
1.1,Aug,Northern,1/1/2019
1.41,Dec,Northern,1/1/2019
1.14,Feb,Northern,1/1/2019
1.21,Jan,Northern,1/1/2019
1.04,Jul,Northern,1/1/2019
1.2,Jun,Northern,1/1/2019
1.56,Mar,Northern,1/1/2019
0.99,May,Northern,1/1/2019
1.21,Nov,Northern,1/1/2019
1.32,Oct,Northern,1/1/2019
1.22,Sep,Northern,1/1/2019
1.41,Apr,Northern,1/1/2020
1.14,Aug,Northern,1/1/2020
1.2,Dec,Northern,1/1/2020
1.72,Feb,Northern,1/1/2020
1.6,Jan,Northern,1/1/2020
1.11,Jul,Northern,1/1/2020
1.14,Jun,Northern,1/1/2020
1.68,Mar,Northern,1/1/2020
1.28,May,Northern,1/1/2020
1.62,Nov,Northern,1/1/2020
1.23,Oct,Northern,1/1/2020
1.21,Sep,Northern,1/1/2020
-0.01,Apr,Southern,1/1/1880
0.07,Aug,Southern,1/1/1880
0.06,Dec,Southern,1/1/1880
0.04,Feb,Southern,1/1/1880
0.01,Jan,Southern,1/1/1880
-0.16,Jul,Southern,1/1/1880
-0.24,Jun,Southern,1/1/1880
0.06,Mar,Southern,1/1/1880
-0.12,May,Southern,1/1/1880
0.01,Nov,Southern,1/1/1880
-0.14,Oct,Southern,1/1/1880
-0.04,Sep,Southern,1/1/1880
0.1,Apr,Southern,1/1/1881
-0.02,Aug,Southern,1/1/1881
0.1,Dec,Southern,1/1/1881
-0.06,Feb,Southern,1/1/1881
-0.08,Jan,Southern,1/1/1881
-0.07,Jul,Southern,1/1/1881
-0.05,Jun,Southern,1/1/1881
0.1,Mar,Southern,1/1/1881
0.09,May,Southern,1/1/1881
0.01,Nov,Southern,1/1/1881
0,Oct,Southern,1/1/1881
-0.04,Sep,Southern,1/1/1881
-0.01,Apr,Southern,1/1/1882
0.02,Aug,Southern,1/1/1882
-0.06,Dec,Southern,1/1/1882
0.08,Feb,Southern,1/1/1882
0.08,Jan,Southern,1/1/1882
-0.04,Jul,Southern,1/1/1882
-0.15,Jun,Southern,1/1/1882
0.08,Mar,Southern,1/1/1882
-0.03,May,Southern,1/1/1882
0,Nov,Southern,1/1/1882
0.04,Oct,Southern,1/1/1882
-0.04,Sep,Southern,1/1/1882
-0.06,Apr,Southern,1/1/1883
-0.05,Aug,Southern,1/1/1883
-0.05,Dec,Southern,1/1/1883
-0.07,Feb,Southern,1/1/1883
-0.01,Jan,Southern,1/1/1883
-0.08,Jul,Southern,1/1/1883
-0.02,Jun,Southern,1/1/1883
-0.08,Mar,Southern,1/1/1883
-0.09,May,Southern,1/1/1883
-0.04,Nov,Southern,1/1/1883
-0.06,Oct,Southern,1/1/1883
-0.1,Sep,Southern,1/1/1883
-0.21,Apr,Southern,1/1/1884
-0.06,Aug,Southern,1/1/1884
-0.15,Dec,Southern,1/1/1884
-0.05,Feb,Southern,1/1/1884
-0.08,Jan,Southern,1/1/1884
-0.21,Jul,Southern,1/1/1884
-0.29,Jun,Southern,1/1/1884
-0.1,Mar,Southern,1/1/1884
-0.31,May,Southern,1/1/1884
-0.1,Nov,Southern,1/1/1884
-0.06,Oct,Southern,1/1/1884
-0.11,Sep,Southern,1/1/1884
-0.35,Apr,Southern,1/1/1885
-0.22,Aug,Southern,1/1/1885
-0.09,Dec,Southern,1/1/1885
-0.22,Feb,Southern,1/1/1885
-0.19,Jan,Southern,1/1/1885
-0.33,Jul,Southern,1/1/1885
-0.42,Jun,Southern,1/1/1885
-0.3,Mar,Southern,1/1/1885
-0.32,May,Southern,1/1/1885
-0.1,Nov,Southern,1/1/1885
-0.13,Oct,Southern,1/1/1885
-0.19,Sep,Southern,1/1/1885
-0.19,Apr,Southern,1/1/1886
-0.18,Aug,Southern,1/1/1886
-0.28,Dec,Southern,1/1/1886
-0.19,Feb,Southern,1/1/1886
-0.14,Jan,Southern,1/1/1886
-0.21,Jul,Southern,1/1/1886
-0.31,Jun,Southern,1/1/1886
-0.16,Mar,Southern,1/1/1886
-0.15,May,Southern,1/1/1886
-0.14,Nov,Southern,1/1/1886
-0.24,Oct,Southern,1/1/1886
-0.14,Sep,Southern,1/1/1886
-0.3,Apr,Southern,1/1/1887
-0.16,Aug,Southern,1/1/1887
-0.22,Dec,Southern,1/1/1887
-0.43,Feb,Southern,1/1/1887
-0.36,Jan,Southern,1/1/1887
-0.27,Jul,Southern,1/1/1887
-0.27,Jun,Southern,1/1/1887
-0.27,Mar,Southern,1/1/1887
-0.34,May,Southern,1/1/1887
-0.24,Nov,Southern,1/1/1887
-0.22,Oct,Southern,1/1/1887
-0.29,Sep,Southern,1/1/1887
-0.19,Apr,Southern,1/1/1888
-0.1,Aug,Southern,1/1/1888
0.15,Dec,Southern,1/1/1888
-0.13,Feb,Southern,1/1/1888
-0.2,Jan,Southern,1/1/1888
-0.2,Jul,Southern,1/1/1888
-0.31,Jun,Southern,1/1/1888
-0.21,Mar,Southern,1/1/1888
-0.29,May,Southern,1/1/1888
0.07,Nov,Southern,1/1/1888
0.06,Oct,Southern,1/1/1888
-0.05,Sep,Southern,1/1/1888
0.03,Apr,Southern,1/1/1889
-0.2,Aug,Southern,1/1/1889
-0.03,Dec,Southern,1/1/1889
0.03,Feb,Southern,1/1/1889
0.08,Jan,Southern,1/1/1889
-0.07,Jul,Southern,1/1/1889
-0.13,Jun,Southern,1/1/1889
0.13,Mar,Southern,1/1/1889
0.02,May,Southern,1/1/1889
-0.06,Nov,Southern,1/1/1889
-0.1,Oct,Southern,1/1/1889
-0.17,Sep,Southern,1/1/1889
-0.34,Apr,Southern,1/1/1890
-0.39,Aug,Southern,1/1/1890
-0.16,Dec,Southern,1/1/1890
-0.32,Feb,Southern,1/1/1890
-0.2,Jan,Southern,1/1/1890
-0.32,Jul,Southern,1/1/1890
-0.33,Jun,Southern,1/1/1890
-0.33,Mar,Southern,1/1/1890
-0.43,May,Southern,1/1/1890
-0.24,Nov,Southern,1/1/1890
-0.39,Oct,Southern,1/1/1890
-0.38,Sep,Southern,1/1/1890
-0.19,Apr,Southern,1/1/1891
-0.22,Aug,Southern,1/1/1891
-0.05,Dec,Southern,1/1/1891
-0.25,Feb,Southern,1/1/1891
-0.2,Jan,Southern,1/1/1891
-0.23,Jul,Southern,1/1/1891
-0.28,Jun,Southern,1/1/1891
-0.2,Mar,Southern,1/1/1891
-0.17,May,Southern,1/1/1891
-0.1,Nov,Southern,1/1/1891
-0.16,Oct,Southern,1/1/1891
-0.23,Sep,Southern,1/1/1891
-0.21,Apr,Southern,1/1/1892
-0.21,Aug,Southern,1/1/1892
-0.11,Dec,Southern,1/1/1892
-0.06,Feb,Southern,1/1/1892
-0.08,Jan,Southern,1/1/1892
-0.26,Jul,Southern,1/1/1892
-0.38,Jun,Southern,1/1/1892
-0.14,Mar,Southern,1/1/1892
-0.23,May,Southern,1/1/1892
-0.02,Nov,Southern,1/1/1892
0,Oct,Southern,1/1/1892
-0.13,Sep,Southern,1/1/1892
-0.24,Apr,Southern,1/1/1893
-0.17,Aug,Southern,1/1/1893
-0.02,Dec,Southern,1/1/1893
-0.17,Feb,Southern,1/1/1893
-0.12,Jan,Southern,1/1/1893
-0.14,Jul,Southern,1/1/1893
-0.32,Jun,Southern,1/1/1893
-0.12,Mar,Southern,1/1/1893
-0.24,May,Southern,1/1/1893
-0.03,Nov,Southern,1/1/1893
-0.08,Oct,Southern,1/1/1893
-0.16,Sep,Southern,1/1/1893
-0.35,Apr,Southern,1/1/1894
-0.2,Aug,Southern,1/1/1894
-0.06,Dec,Southern,1/1/1894
-0.15,Feb,Southern,1/1/1894
-0.13,Jan,Southern,1/1/1894
-0.26,Jul,Southern,1/1/1894
-0.4,Jun,Southern,1/1/1894
-0.24,Mar,Southern,1/1/1894
-0.34,May,Southern,1/1/1894
-0.03,Nov,Southern,1/1/1894
-0.17,Oct,Southern,1/1/1894
-0.22,Sep,Southern,1/1/1894
-0.24,Apr,Southern,1/1/1895
-0.06,Aug,Southern,1/1/1895
-0.05,Dec,Southern,1/1/1895
-0.05,Feb,Southern,1/1/1895
-0.12,Jan,Southern,1/1/1895
-0.14,Jul,Southern,1/1/1895
-0.21,Jun,Southern,1/1/1895
-0.16,Mar,Southern,1/1/1895
-0.24,May,Southern,1/1/1895
-0.2,Nov,Southern,1/1/1895
-0.12,Oct,Southern,1/1/1895
-0.18,Sep,Southern,1/1/1895
-0.01,Apr,Southern,1/1/1896
0.01,Aug,Southern,1/1/1896
0.13,Dec,Southern,1/1/1896
-0.06,Feb,Southern,1/1/1896
-0.07,Jan,Southern,1/1/1896
-0.04,Jul,Southern,1/1/1896
-0.28,Jun,Southern,1/1/1896
-0.03,Mar,Southern,1/1/1896
-0.14,May,Southern,1/1/1896
0.13,Nov,Southern,1/1/1896
0.09,Oct,Southern,1/1/1896
-0.01,Sep,Southern,1/1/1896
0.01,Apr,Southern,1/1/1897
-0.11,Aug,Southern,1/1/1897
-0.12,Dec,Southern,1/1/1897
0.08,Feb,Southern,1/1/1897
0.1,Jan,Southern,1/1/1897
-0.07,Jul,Southern,1/1/1897
-0.16,Jun,Southern,1/1/1897
0.12,Mar,Southern,1/1/1897
-0.15,May,Southern,1/1/1897
-0.09,Nov,Southern,1/1/1897
-0.09,Oct,Southern,1/1/1897
-0.1,Sep,Southern,1/1/1897
-0.33,Apr,Southern,1/1/1898
-0.35,Aug,Southern,1/1/1898
-0.2,Dec,Southern,1/1/1898
-0.15,Feb,Southern,1/1/1898
-0.09,Jan,Southern,1/1/1898
-0.32,Jul,Southern,1/1/1898
-0.29,Jun,Southern,1/1/1898
-0.23,Mar,Southern,1/1/1898
-0.33,May,Southern,1/1/1898
-0.25,Nov,Southern,1/1/1898
-0.32,Oct,Southern,1/1/1898
-0.25,Sep,Southern,1/1/1898
-0.17,Apr,Southern,1/1/1899
-0.1,Aug,Southern,1/1/1899
-0.05,Dec,Southern,1/1/1899
-0.13,Feb,Southern,1/1/1899
-0.19,Jan,Southern,1/1/1899
-0.15,Jul,Southern,1/1/1899
-0.27,Jun,Southern,1/1/1899
-0.13,Mar,Southern,1/1/1899
-0.22,May,Southern,1/1/1899
-0.09,Nov,Southern,1/1/1899
-0.12,Oct,Southern,1/1/1899
-0.04,Sep,Southern,1/1/1899
-0.07,Apr,Southern,1/1/1900
-0.07,Aug,Southern,1/1/1900
-0.09,Dec,Southern,1/1/1900
0.03,Feb,Southern,1/1/1900
-0.09,Jan,Southern,1/1/1900
-0.12,Jul,Southern,1/1/1900
-0.08,Jun,Southern,1/1/1900
-0.04,Mar,Southern,1/1/1900
-0.13,May,Southern,1/1/1900
0.01,Nov,Southern,1/1/1900
-0.01,Oct,Southern,1/1/1900
-0.06,Sep,Southern,1/1/1900
-0.15,Apr,Southern,1/1/1901
-0.24,Aug,Southern,1/1/1901
-0.14,Dec,Southern,1/1/1901
-0.12,Feb,Southern,1/1/1901
-0.1,Jan,Southern,1/1/1901
-0.29,Jul,Southern,1/1/1901
-0.24,Jun,Southern,1/1/1901
-0.14,Mar,Southern,1/1/1901
-0.18,May,Southern,1/1/1901
-0.12,Nov,Southern,1/1/1901
-0.26,Oct,Southern,1/1/1901
-0.17,Sep,Southern,1/1/1901
-0.17,Apr,Southern,1/1/1902
-0.3,Aug,Southern,1/1/1902
-0.22,Dec,Southern,1/1/1902
-0.14,Feb,Southern,1/1/1902
-0.18,Jan,Southern,1/1/1902
-0.22,Jul,Southern,1/1/1902
-0.22,Jun,Southern,1/1/1902
-0.17,Mar,Southern,1/1/1902
-0.24,May,Southern,1/1/1902
-0.25,Nov,Southern,1/1/1902
-0.27,Oct,Southern,1/1/1902
-0.24,Sep,Southern,1/1/1902
-0.35,Apr,Southern,1/1/1903
-0.35,Aug,Southern,1/1/1903
-0.46,Dec,Southern,1/1/1903
-0.22,Feb,Southern,1/1/1903
-0.24,Jan,Southern,1/1/1903
-0.27,Jul,Southern,1/1/1903
-0.39,Jun,Southern,1/1/1903
-0.3,Mar,Southern,1/1/1903
-0.36,May,Southern,1/1/1903
-0.43,Nov,Southern,1/1/1903
-0.47,Oct,Southern,1/1/1903
-0.5,Sep,Southern,1/1/1903
-0.5,Apr,Southern,1/1/1904
-0.43,Aug,Southern,1/1/1904
-0.31,Dec,Southern,1/1/1904
-0.56,Feb,Southern,1/1/1904
-0.5,Jan,Southern,1/1/1904
-0.42,Jul,Southern,1/1/1904
-0.48,Jun,Southern,1/1/1904
-0.56,Mar,Southern,1/1/1904
-0.59,May,Southern,1/1/1904
-0.25,Nov,Southern,1/1/1904
-0.38,Oct,Southern,1/1/1904
-0.47,Sep,Southern,1/1/1904
-0.2,Apr,Southern,1/1/1905
-0.16,Aug,Southern,1/1/1905
-0.07,Dec,Southern,1/1/1905
-0.35,Feb,Southern,1/1/1905
